address	city	state	latitude	longitude
5220 W Indian School Rd	Phoenix	AZ	33.49509	-112.17289
3489 Lowery Pkwy	Fultondale	AL	33.60716	-86.80676
2889 Johnstown Rd	Columbus	OH	40.00879	-82.90683
1911 Saville Row	Hampton	VA	37.03890	-76.38230
500 Tyvola Rd	Charlotte	NC	35.16390	-80.88515
2626 11th Ave	Greeley	CO	40.39328	-104.69683
632 Rt 46 E	Fairfield	NJ	40.89217	-74.22309
8509 State Line Rd	Kansas City	MO	38.97448	-94.60799
620 N Grant Ave	Odessa	TX	31.85001	-102.37066
3500 E West Hwy	Hyattsville	MD	38.96688	-76.95586
6090 Garners Ferry Rd	Columbia	SC	33.98284	-80.96623
3060 Plaza Bonita Rd	National City	CA	32.65315	-117.06632
1 Gagliardi Way	Millbury	MA	42.19912	-71.77531
410 S Ashland Ave	Sturgeon Bay	WI	44.82210	-87.40390
9450 Dunkirk Ln N	Osseo	MN	45.12559	-93.49110
310 N Sangamon Ave	Gibson City	IL	40.46869	-88.37527
1816 Gunbarrel Rd	Chattanooga	TN	35.02433	-85.15873
2800 S Columbia Rd	Grand Forks	ND	47.88945	-97.06671
11311 Bandera Rd	San Antonio	TX	29.54818	-98.66340
800 Christiana Mall	Newark	DE	39.67827	-75.64993
3901 W 53rd St	Sioux Falls	SD	43.50400	-96.77257
4701 Cypress Creek Pkwy	Houston	TX	29.98600	-95.50092
1673 Spaulding Rd	Bartlett	IL	42.00283	-88.22760
2023 Vale Rd	San Pablo	CA	37.95341	-122.33819
3140 Leonardtown Rd	Waldorf	MD	38.62513	-76.90896
4401 National Rd E	Richmond	IN	39.83202	-84.83015
3255 Owen Rd	Fenton	MI	42.78960	-83.73720
25 Grand Corner Ave	Gaithersburg	MD	39.11169	-77.19216
100 Perimeter Walk	Atlanta	GA	33.93100	-84.34120
9777 76th St	Pleasant Prairie	WI	42.56560	-87.92714
4300 Las Positas Rd	Livermore	CA	37.70140	-121.74700
4000 Monument Rd	Philadelphia	PA	40.00713	-75.21387
2400 S Telegraph Rd	Bloomfield Hills	MI	42.60421	-83.29358
6143 U S Highway 98	Hattiesburg	MS	31.32260	-89.37970
4630 Monticello Ave	Williamsburg	VA	37.27015	-76.75885
3333 Arlington Ave	Riverside	CA	33.94638	-117.38291
853 Harbor Blvd	Destin	FL	30.39120	-86.48070
1980 Lincoln Way E	Massillon	OH	40.80050	-81.49670
87 Wagner Rd	Monaca	PA	40.67979	-80.31171
900 Bergen Town Ctr	Paramus	NJ	40.91544	-74.05890
2966 E 3rd St	Bloomington	IN	39.16410	-86.49420
356 12th St SW	Forest Lake	MN	45.27511	-92.99884
2099 Skokie Valley Rd	Highland Park	IL	42.19024	-87.82632
4004 Monroeville Blvd	Monroeville	PA	40.43608	-79.77211
708 E Expressway 83	McAllen	TX	26.18744	-98.21630
2620 N Josey Ln	Carrollton	TX	32.98808	-96.89041
4727 Highway 90	Milton	FL	30.60130	-87.12650
1744 Suburban Ave	Saint Paul	MN	44.95111	-93.02819
2541 E Lohman Ave	Las Cruces	NM	32.31612	-106.74365
17055 San Fernando Mission Blvd	Granada Hills	CA	34.27212	-118.50597
1815 Norman Dr	Valdosta	GA	30.84480	-83.31769
8651 Brier Creek Pkwy	Raleigh	NC	35.90367	-78.78758
500 E Sandford Blvd	Mount Vernon	NY	40.90196	-73.81738
1698 US Highway 98	Daphne	AL	30.60155	-87.89791
3535 Steelyard Dr	Cleveland	OH	41.45827	-81.69114
8421 N US Highway 281	San Antonio	TX	29.51900	-98.47778
4174 Westport Rd	Louisville	KY	38.25940	-85.64298
1300 Ulster Ave	Kingston	NY	41.96915	-73.98860
777 E Colorado Blvd	Pasadena	CA	34.14600	-118.13400
2545 Whiskey Rd	Aiken	SC	33.50604	-81.70968
10820 Jefferson Blvd	Culver City	CA	34.00180	-118.39400
2331 State Route 66	Ocean	NJ	40.22750	-74.04446
141 Lakewood Center Mall	Lakewood	CA	33.85045	-118.14216
245 S Mills Rd	Ventura	CA	34.27021	-119.24893
8282 Golden Link Blvd	Northfield	OH	41.31220	-81.52490
2251 York Crossing Dr	York	PA	39.96420	-76.77870
203 S Broadway	Salem	NH	42.76516	-71.21739
9401 NE Cascades Pkwy	Portland	OR	45.57603	-122.56616
6150 14th St W	Bradenton	FL	27.43209	-82.57545
1415 Main St	Watsonville	CA	36.91667	-121.77291
875 Lawrenceville Suwanee Rd	Lawrenceville	GA	33.96956	-84.01905
14065 Abercorn St	Savannah	GA	31.98224	-81.17439
15272 Summit Ave	Fontana	CA	34.15013	-117.47400
1102 S Thomas Rd	Fort Wayne	IN	41.07514	-85.20136
880 Sand Lake Rd	Orlando	FL	28.45065	-81.39085
14823 Pomerado Rd	Poway	CA	32.98313	-117.06195
1510 Market Ln	Norfolk	NE	42.02000	-97.43050
7600 N Blackstone Ave	Fresno	CA	36.84950	-119.78800
26847 Grand River Ave	Redford	MI	42.43728	-83.30984
259 Interstate 45 S	Huntsville	TX	30.70696	-95.56599
26650 Ford Rd	Dearborn Heights	MI	42.32638	-83.30237
1601 Kingsdale Ave	Redondo Beach	CA	33.86890	-118.35800
7955 Highway N	O Fallon	MO	38.76617	-90.76833
13131 Montfort Dr	Dallas	TX	32.92720	-96.81150
10150 Bloomingdale Ave	Riverview	FL	27.89533	-82.33291
3300 S Bristol St	Santa Ana	CA	33.70367	-117.88728
7601 S Anthony Blvd	Fort Wayne	IN	41.01509	-85.11208
250 Broadway	El Cajon	CA	32.80760	-116.95962
3112 Vestal Pkwy E	Vestal	NY	42.09572	-76.00087
3850 Hempstead Tpke	Levittown	NY	40.72552	-73.49326
9725 S Eastern Ave	Las Vegas	NV	36.01293	-115.11888
12990 W Center Rd	Omaha	NE	41.23426	-96.11626
17810 E 39th St S	Independence	MO	39.04833	-94.36911
35401 Warren Rd	Westland	MI	42.33881	-83.39090
1144 State Route 303	Streetsboro	OH	41.23800	-81.35310
550 Arsenal St	Watertown	MA	42.36305	-71.15811
817 W Alexis Rd	Toledo	OH	41.72165	-83.56281
608 W Main St	American Fork	UT	40.37693	-111.81386
3401 N Miami Ave	Miami	FL	25.80836	-80.19421
8560 S Cottage Grove Ave	Chicago	IL	41.73918	-87.60490
2580 Shearn St	Houston	TX	29.77440	-95.38245
41 Robert Dr	South Easton	MA	42.02820	-71.14200
2171 S 25th E	Ammon	ID	43.47857	-111.98433
211 Little Hearst Pkwy	Savannah	GA	32.17810	-81.17860
3106 Iowa St	Lawrence	KS	38.92787	-95.26048
1209 Hawk Tree Dr	College Station	TX	30.59187	-96.30755
150 E Stacy Rd	Allen	TX	33.09470	-96.62721
4200 S Medford Dr	Lufkin	TX	31.31309	-94.71952
16959 Evans Plz	Omaha	NE	41.29119	-96.18021
475 Hartford Rd	New Britain	CT	41.71130	-72.76523
1042 S Kirkwood Rd	Kirkwood	MO	38.56573	-90.40662
400 Oxford Exchange Blvd	Oxford	AL	33.60851	-85.78509
20500 SW 112th Ave	Cutler Bay	FL	25.57600	-80.37243
1150 Seaboard St	Myrtle Beach	SC	33.71330	-78.89400
6000 Montana Ave	El Paso	TX	31.78423	-106.41549
4310 Fortuna Center Plz	Dumfries	VA	38.59670	-77.33280
400 Newpark Mall	Newark	CA	37.52695	-122.00528
3150 Business Park Dr	Vista	CA	33.13590	-117.22810
2333 63rd St	Woodridge	IL	41.77220	-88.04023
1902 Miller Trunk Hwy	Duluth	MN	46.80972	-92.16669
151 Tyler Rd N	Red Wing	MN	44.56807	-92.58474
4202 13th Ave S	Fargo	ND	46.86152	-96.85122
14099 Pardee Rd	Taylor	MI	42.20424	-83.25656
250 Crockett Blvd	Merritt Island	FL	28.38683	-80.70610
4601 Montgomery Hwy	Dothan	AL	31.26744	-85.44479
5300 Durand Ave	Racine	WI	42.69716	-87.84309
5454 Balboa Ave	San Diego	CA	32.81975	-117.18143
4144 Buckeye Pkwy	Grove City	OH	39.87670	-83.03720
205 Three Rivers Dr	Kelso	WA	46.14177	-122.90077
7644 Voice Of America Ctr	West Chester	OH	39.35610	-84.36170
490 Marsh Landing Pkwy	Jacksonville	FL	30.25459	-81.38970
1905 Scenic Hwy N	Snellville	GA	33.87703	-84.01475
125 E North Pointe Dr	Salisbury	MD	38.41554	-75.56314
4760 State Highway 121	Lewisville	TX	33.06469	-96.88494
5025 Old National Hwy	Atlanta	GA	33.61838	-84.47287
300 Manning Bridge Rd	Suffolk	VA	36.71377	-76.66812
3900 Spencer Hwy	Pasadena	TX	29.66516	-95.18460
20745 Stevens Creek Blvd	Cupertino	CA	37.32298	-122.03611
9770 N Newport Hwy	Spokane	WA	47.74660	-117.40486
7414 Niagara Falls Blvd	Niagara Falls	NY	43.08894	-78.97823
45130 Columbia Pl	Sterling	VA	39.00792	-77.43920
501 Marketplace Blvd	Selinsgrove	PA	40.84149	-76.83522
655 Cheshire Rd	Lanesboro	MA	42.53658	-73.22923
1717 Olentangy River Rd	Columbus	OH	39.99380	-83.02580
12800 S Route 59	Plainfield	IL	41.64980	-88.20520
2750 W New Haven Ave	Melbourne	FL	28.07893	-80.66495
1001 Cormier Rd	Green Bay	WI	44.49160	-88.07119
1000 Nicollet Mall	Minneapolis	MN	44.97390	-93.27489
951 N Promenade Pkwy	Casa Grande	AZ	32.88191	-111.68279
2490 N Fairfield Rd	Beavercreek	OH	39.76187	-84.05321
3849 Vogel Rd	Arnold	MO	38.41577	-90.39196
6507 4th Ave	Sacramento	CA	38.54922	-121.42648
28539 Marlboro Ave	Easton	MD	38.78130	-76.08762
4685 Presidential Pkwy	Macon	GA	32.81760	-83.71450
5580 Northwest Hwy	Crystal Lake	IL	42.22619	-88.30447
13505 20th Ave	Flushing	NY	40.78165	-73.83299
69320 Highway 21	Covington	LA	30.44354	-90.14297
10451 Fairway Dr	Roseville	CA	38.79140	-121.28877
2340 Martin Luther King Jr Blvd	Panama City	FL	30.19025	-85.64997
11400 51st Ave NW	Gig Harbor	WA	47.36730	-122.60000
7302 University Ave	Lubbock	TX	33.52760	-101.87048
2105 State Route 35	Middletown	NJ	40.41069	-74.13416
8680 Beechmont Ave	Cincinnati	OH	39.07180	-84.31471
2705 Teller Rd	Newbury Park	CA	34.19004	-118.93340
4255 Hampton Ave	Saint Louis	MO	38.59180	-90.29449
8201 S 40th St	Lincoln	NE	40.72818	-96.66345
1000 E Imperial Hwy	La Habra	CA	33.91739	-117.93304
25601 Jeronimo Rd	Mission Viejo	CA	33.62176	-117.68304
2727 W Agua Fria Fwy	Phoenix	AZ	33.66781	-112.12115
7551 W Morris St	Indianapolis	IN	39.74828	-86.29353
3750 Barranca Pkwy	Irvine	CA	33.68580	-117.81257
7100 Santa Monica Blvd	West Hollywood	CA	34.09010	-118.34500
1204 Sunburst Dr	Goldsboro	NC	35.37966	-77.93827
2310 Metropolitan Pkwy	Sterling Heights	MI	42.56156	-83.08516
2341 N US Highway 67	Florissant	MO	38.80390	-90.30886
16825 E Shea Blvd	Fountain Hills	AZ	33.57380	-111.71800
10490 San Jose Blvd	Jacksonville	FL	30.18796	-81.62773
235 Johnson Ferry Rd NE	Atlanta	GA	33.92527	-84.38960
1660 W Midway Blvd	Broomfield	CO	39.92205	-105.08874
907 W McDermott Dr	Allen	TX	33.10107	-96.68284
1525 S Power Rd	Mesa	AZ	33.38888	-111.68455
1911 Towne Centre Blvd	Annapolis	MD	38.98084	-76.54141
6500 E Grant Rd	Tucson	AZ	32.25017	-110.85247
2600 S Cherry Ln	Fort Worth	TX	32.73723	-97.45342
2195 E Prosperity Ave	Tulare	CA	36.22591	-119.31142
200 Glynn Isle	Brunswick	GA	31.20100	-81.48042
554 W Interstate 20	Grand Prairie	TX	32.67667	-97.00958
275 S River Rd	Saint George	UT	37.10304	-113.55566
1717 Peeples St	Columbia	SC	34.06228	-81.05314
1475 University Dr	Burlington	NC	36.06650	-79.51750
4101 N Harlem Ave	Norridge	IL	41.95429	-87.80715
20200 Bloomfield Ave	Cerritos	CA	33.84710	-118.06300
400 Bald Hill Rd	Warwick	RI	41.72366	-71.47995
3881 Mexico Rd	Saint Charles	MO	38.79104	-90.56467
4400 Town Center Blvd	El Dorado Hills	CA	38.65042	-121.06254
6845 Sierra Center Pkwy	Reno	NV	39.46581	-119.77905
8040 Ray Mears Blvd	Knoxville	TN	35.92285	-84.04849
30340 Haun Rd	Menifee	CA	33.68027	-117.17556
3316 7th Ave SE	Aberdeen	SD	45.45828	-98.44261
189 Drum Point Rd	Brick	NJ	40.04433	-74.12598
2116 N Roan St	Johnson City	TN	36.34147	-82.37522
21637 State Road 7	Boca Raton	FL	26.35609	-80.20343
405 SE Everett Mall Way	Everett	WA	47.90931	-122.22453
2460 Prince William Pkwy	Woodbridge	VA	38.65272	-77.28721
19201 Bear Valley Rd	Apple Valley	CA	34.47107	-117.24244
1701 N Gaffey St	San Pedro	CA	33.76044	-118.29394
19661 Hesperian Blvd	Hayward	CA	37.66761	-122.11940
1106 E North Ave	Belton	MO	38.81418	-94.52398
2209 State St	New Albany	IN	38.30531	-85.83939
12801 W Sunrise Blvd	Sunrise	FL	26.14452	-80.32252
950 Groveland Ln	Lincoln	CA	38.87090	-121.30271
4600 Mitchellville Rd	Bowie	MD	38.95118	-76.72044
403 Main St	Billings	MT	45.80561	-108.47571
21001 N Tatum Blvd	Phoenix	AZ	33.67847	-111.97729
4889 Promenade Pkwy	Bessemer	AL	33.33388	-86.99048
400 Cochituate Rd	Framingham	MA	42.30418	-71.39908
12 N Fair Ave	Yakima	WA	46.60620	-120.48788
1200 S Federal Hwy	Deerfield Beach	FL	26.30441	-80.09301
8501 W Brown Deer Rd	Milwaukee	WI	43.17771	-88.01701
199 Cascade Mall Dr	Burlington	WA	48.46446	-122.33656
1272 Town And Country Crossing Dr	Chesterfield	MO	38.62188	-90.51268
4600 High Pointe Blvd	Harrisburg	PA	40.24468	-76.80378
801 S Rancho Dr	Las Vegas	NV	36.16140	-115.17270
300 Meyerland Plaza Mall	Houston	TX	29.68586	-95.46036
888 W Arrow Hwy	San Dimas	CA	34.10655	-117.82379
80 Damante Dr	Concord	NH	43.21888	-71.48541
310 Daniel Webster Hwy	Nashua	NH	42.70290	-71.44079
280 Spreckels Ave	Manteca	CA	37.79520	-121.19700
800 New Los Angeles Ave	Moorpark	CA	34.27920	-118.86600
1200 N Muldoon Rd	Anchorage	AK	61.21142	-149.73344
2000 N Richmond Rd	McHenry	IL	42.38442	-88.26733
2754 Legends Pkwy	Prattville	AL	32.45867	-86.40041
2701 Plainfield Rd	Joliet	IL	41.57528	-88.15573
2005 Town Center Plz	West Sacramento	CA	38.54817	-121.53463
1125 Veterans Pkwy	Clarksville	IN	38.32619	-85.76439
340 Towne Dr	Fayetteville	NY	43.03286	-76.01828
3515 Miller Rd	Flint	MI	42.98730	-83.74424
12901 N Interstate 35	Austin	TX	30.40980	-97.67000
10404 N 43rd Ave	Glendale	AZ	33.57920	-112.15247
650 Brown Rd	Auburn Hills	MI	42.70751	-83.29092
801 E Park Dr	Harrisburg	PA	40.26569	-76.80827
3300 Dillon Dr	Pueblo	CO	38.30285	-104.60630
5800 S University Dr	Davie	FL	26.04800	-80.25149
2505 1st St S	Willmar	MN	45.10170	-95.04120
1893 W Malvern Ave	Fullerton	CA	33.87990	-117.96300
3938 Midway Rd	Goshen	IN	41.62220	-85.90510
2001 South Rd	Poughkeepsie	NY	41.62718	-73.91695
17700 NE 76th St	Redmond	WA	47.67119	-122.10355
4848 County Road 101	Minnetonka	MN	44.91609	-93.50344
960 US 64 Hwy W	Apex	NC	35.74423	-78.82285
4885 Eldorado Pkwy	Frisco	TX	33.17366	-96.84457
1811 Hillsdale Ave	San Jose	CA	37.26318	-121.91772
1800 Valley West Dr	West Des Moines	IA	41.59839	-93.75213
1790 Airline Hwy	Hollister	CA	36.83540	-121.38900
10881 Olson Dr	Rancho Cordova	CA	38.59590	-121.28581
4611 Maine Ave SE	Rochester	MN	43.95521	-92.46244
8001 Othello Ave	San Diego	CA	32.81627	-117.15030
3835 Dryland Way	Easton	PA	40.71296	-75.28802
1720 W University Dr	McKinney	TX	33.21668	-96.63204
1100 E Valley Rd	Oconomowoc	WI	43.07665	-88.47334
2404 Promenade Blvd	Rogers	AR	36.29990	-94.17327
1701 S Yale Ave	Tulsa	OK	36.13700	-95.92050
4125 Austell Rd	Austell	GA	33.85390	-84.60384
1851 Old Fort Pkwy	Murfreesboro	TN	35.84575	-86.42543
18000 Vernier Rd	Harper Woods	MI	42.44980	-82.93368
14302 Fm 2920 Rd	Tomball	TX	30.08939	-95.63712
3173 E Shields Ave	Fresno	CA	36.78030	-119.77200
4305 Norfolk Pkwy	Melbourne	FL	28.03969	-80.66220
10401 US Highway 441	Leesburg	FL	28.82660	-81.78440
895 S State Road 135	Greenwood	IN	39.60445	-86.15913
1150 El Camino Real	San Bruno	CA	37.63631	-122.41834
170 S Lycoming Mall Rd	Muncy	PA	41.24379	-76.83266
301 E Morrison Rd	Brownsville	TX	25.96685	-97.50889
70 Worcester Providence Tpke	Millbury	MA	42.19542	-71.77405
1139 White Horse Rd	Voorhees	NJ	39.85030	-74.98440
7501 W Colonial Dr	Orlando	FL	28.55203	-81.48423
9851 S Parker Rd	Parker	CO	39.50864	-104.76369
9531 South Blvd	Charlotte	NC	35.11060	-80.88104
1500 E West Hwy	Hyattsville	MD	38.97437	-76.98413
8290 Transit Rd	Buffalo	NY	42.99413	-78.69713
13731 W Bell Rd	Surprise	AZ	33.63858	-112.35875
485 N Rolling Meadows Dr	Fond Du Lac	WI	43.79007	-88.48647
910 Eastlake Pkwy	Chula Vista	CA	32.65257	-116.97251
600 Meacham Rd	Elk Grove Village	IL	42.00664	-88.04587
18287 Collier Ave	Lake Elsinore	CA	33.68919	-117.34222
180 Eagleview Blvd	Exton	PA	40.05286	-75.66387
1200 N Sepulveda Blvd	Manhattan Beach	CA	33.88770	-118.39500
10204 Two Notch Rd	Columbia	SC	34.11850	-80.87750
100 Commerce Blvd	Wilkes Barre	PA	41.23750	-75.84630
7900 32nd St N	Oakdale	MN	44.99417	-92.97890
18101 NW Evergreen Pkwy	Beaverton	OR	45.53903	-122.86464
1250 W Sunset Dr	Waukesha	WI	42.98929	-88.25860
150 W 100th Ave	Anchorage	AK	61.12952	-149.88180
195 Conston Ave	Christiansburg	VA	37.15780	-80.42200
5757 Central Ave	Boulder	CO	40.02521	-105.22094
855 E Birch St	Brea	CA	33.91782	-117.88771
15922 Crain Hwy	Brandywine	MD	38.67286	-76.87373
1751 University Dr	Vista	CA	33.16820	-117.21500
15555 Hesperian Blvd	San Leandro	CA	37.70267	-122.12487
2600 Holcomb Bridge Rd	Alpharetta	GA	34.00174	-84.28597
900 42nd Avenue Dr	Moline	IL	41.48750	-90.49360
800 Rock Hill Dr	Bensalem	PA	40.13590	-74.96180
400 Lynn Fells Pkwy	Saugus	MA	42.48006	-71.02451
2900 Veterans Rd W	Staten Island	NY	40.52803	-74.23372
235 Robert C Daniel Jr Pkwy	Augusta	GA	33.49020	-82.08111
100 14th St	Jersey City	NJ	40.73235	-74.03560
8315 Rockwell Ave	Bethany	OK	35.53697	-97.63669
200 N Market Place Dr	Centerville	UT	40.92005	-111.88770
93 Stonebrook Pl	Jackson	TN	35.68501	-88.85615
381 Mount Hope Ave	Rockaway	NJ	40.90807	-74.54699
1555 E 14th St	San Leandro	CA	37.72304	-122.15342
	Galesburg	IL	40.94692	-90.36466
1001 Sutton Rd	Streamwood	IL	42.01728	-88.20309
	Appleton	WI	44.28892	-88.40762
	Kansas City	MO	39.08397	-94.58268
	League City	TX	29.50247	-95.09456
	McDonough	GA	33.44775	-84.14773
1400A Tamiami Trl	Port Charlotte	FL	27.01204	-82.14375
100 Quality Dr	Hooksett	NH	43.04701	-71.45998
200 Mill Rd	Oaks	PA	40.14098	-75.44798
4410 S US Highway 17	Casselberry	FL	28.67092	-81.33858
17707 Shady Ln	Menomonee Falls	WI	43.19107	-88.12889
5757 Fairmont Pkwy	Pasadena	TX	29.65004	-95.15296
Hempfield Sq	Greensburg	PA	40.30350	-79.59355
2400 10th St SW	Minot	ND	48.20753	-101.30661
857 Baltimore Pike	Springfield	PA	39.91532	-75.33820
4085 State Road 28	Sheboygan Falls	WI	43.70021	-87.89559
	Fort Worth	TX	32.75103	-97.32984
14500 W Colfax Ave	Denver	CO	39.74019	-105.09075
7107 Forest Hill Ave	Richmond	VA	37.53773	-77.52610
	Cordova	TN	35.15589	-89.77692
4191 The Circle At North Hills St	Raleigh	NC	35.83628	-78.64111
594 River Hwy	Mooresville	NC	35.59554	-80.87237
7025 Park Centre Dr	Salt Lake City	UT	40.62433	-111.85123
4567 River City Dr	Jacksonville	FL	30.26033	-81.52506
5350 W Main St	Kalamazoo	MI	42.29615	-85.65498
12795 Main St	Hesperia	CA	34.42668	-117.38357
12201 Blue Valley Pkwy	Overland Park	KS	38.91292	-94.66976
9846 Mission Gorge Rd	Santee	CA	32.83870	-116.98400
751 Route 73 S	Marlton	NJ	39.87030	-74.92196
3400 Green Mount Crossing Dr	O Fallon	IL	38.57171	-89.92401
	Warner Robins	GA	32.62084	-83.60687
5775 Sunnybrook Dr	Sioux City	IA	42.44874	-96.33246
2600 Lawndale Dr	Greensboro	NC	36.10277	-79.81906
2000 Crater Lake Hwy	Medford	OR	42.34948	-122.87768
1111 Brook Forest Ave	Shorewood	IL	41.54174	-88.19950
12197 Sunset Hills Rd	Reston	VA	38.95516	-77.37026
18855 N Market Place Dr	Aurora	OH	41.35699	-81.38838
2295 N Imperial Ave	El Centro	CA	32.81835	-115.56981
201 Junction Rd	Madison	WI	43.06239	-89.52728
9801 Sam Furr Rd	Huntersville	NC	35.44195	-80.86126
1275 Caroline St NE	Atlanta	GA	33.75840	-84.34692
6411 Tacoma Dr	Port Richey	FL	28.29764	-82.70875
2555 W 79th St	Bloomington	MN	44.86000	-93.31039
250 S Colonial Dr	Alabaster	AL	33.22519	-86.80291
580 Marketplace Dr	Bel Air	MD	39.52455	-76.34984
15614 Whittwood Ln	Whittier	CA	33.94319	-117.99612
860 Mankato Ave	Winona	MN	44.03210	-91.62100
5437 Urbana Pike	Frederick	MD	39.38101	-77.39979
227 Highland Ave	Salem	MA	42.50511	-70.92027
9900 Sowder Village Sq	Manassas	VA	38.73984	-77.53476
130 State Route 10	East Hanover	NJ	40.81170	-74.37990
195 River Rd	Jewett City	CT	41.58370	-71.99601
11051 W 97th Cir	Overland Park	KS	38.95218	-94.71529
1037 S Reed Rd	Kokomo	IN	40.47530	-86.10890
1004 Andrews Run	Hendersonvlle	TN	36.33205	-86.62653
1400 N Hayden Island Dr	Portland	OR	45.61344	-122.68478
3700 S East St	Indianapolis	IN	39.71215	-86.14897
3250 US Highway 41 W	Marquette	MI	46.55131	-87.46006
1700 Garth Brooks Blvd	Yukon	OK	35.48133	-97.76022
45 Central Ave	Clark	NJ	40.62870	-74.30710
555 Showers Dr	Mountain View	CA	37.40186	-122.10722
4825 Marburg Ave	Cincinnati	OH	39.16211	-84.42468
3040 Shallowford Rd	Marietta	GA	34.03633	-84.46185
475 N Germantown Pkwy	Cordova	TN	35.13830	-89.79760
5711 Sepulveda Blvd	Van Nuys	CA	34.17461	-118.46616
1750 Robert St S	Saint Paul	MN	44.89316	-93.08058
5500 Grossmont Center Dr	La Mesa	CA	32.77851	-117.00706
2420 Laporte Ave	Valparaiso	IN	41.46807	-87.03131
7178 S Memorial Dr	Tulsa	OK	36.05987	-95.88637
7795 Bird Rd	Miami	FL	25.73330	-80.32099
4160 Town Ctr	Sherman	TX	33.68000	-96.61210
2040 California Ave	Seaside	CA	36.62133	-121.84394
1400 E Ireland Rd	South Bend	IN	41.62930	-86.22911
4455 Connecticut Ave NW	Washington	DC	38.94729	-77.06525
11051 Victory Blvd	North Hollywood	CA	34.18812	-118.37200
15700 E Briarwood Cir	Aurora	CO	39.59270	-104.80430
2199 Highway 36 E	Saint Paul	MN	45.01174	-93.00728
3100 14th St NW	Washington	DC	38.92892	-77.03267
12051 Imperial Hwy	Norwalk	CA	33.91718	-118.07585
1129 S Park St	Carrollton	GA	33.56086	-85.07323
2800 Shiloh Springs Rd	Trotwood	OH	39.81850	-84.28926
12602 N Paradise Village Pkwy W	Phoenix	AZ	33.59961	-111.98789
13201 Ridgedale Dr	Hopkins	MN	44.96962	-93.44508
9615 E Old Spanish Trl	Tucson	AZ	32.20679	-110.78677
7120 Highway 65 NE	Minneapolis	MN	45.10590	-93.24419
8199 Warren H Abernathy Hwy	Spartanburg	SC	34.93543	-82.00809
463737 State Road 200	Yulee	FL	30.62780	-81.54870
5000 Mowry Ave	Fremont	CA	37.53348	-122.00085
2385 Covered Bridge Dr	Lancaster	PA	40.02590	-76.20280
1401 Frontage Rd	Scottsbluff	NE	41.86786	-103.64300
4300 Veterans Memorial Dr	Batavia	NY	43.01616	-78.20086
8210 Renaissance Pkwy	Durham	NC	35.90289	-78.95322
600 Amherst St	Nashua	NH	42.80040	-71.53632
3901 W Ina Rd	Tucson	AZ	32.33749	-111.04756
2721 Dawson Rd	Albany	GA	31.62000	-84.22528
1650 S Milton Rd	Flagstaff	AZ	35.18434	-111.66143
3705 E South St	Long Beach	CA	33.86150	-118.15300
300 Chase Ave	Waterbury	CT	41.58195	-73.03521
16300 Southwest Fwy	Sugar Land	TX	29.59671	-95.62724
1071 W Carl Sandburg Dr	Galesburg	IL	40.97494	-90.38903
39440 10th St W	Palmdale	CA	34.59872	-118.14754
221 Hancock St	Dorchester	MA	42.30979	-71.06022
4000 N 1st Ave	Evansville	IN	38.01609	-87.57410
250 Fortune Blvd	Milford	MA	42.15985	-71.49849
5000 Hadley Center Dr	South Plainfield	NJ	40.54979	-74.42644
3000 Harbison Dr	Vacaville	CA	38.36310	-121.96331
2120 W Main St	Alhambra	CA	34.09109	-118.14714
99 Quentin Roosevelt Blvd	Garden City	NY	40.73035	-73.60420
3701 Wayzata Blvd	Minneapolis	MN	44.96987	-93.33086
4235 Sunset Dr	San Angelo	TX	31.43100	-100.50026
5969 Haase Rd	De Forest	WI	43.17431	-89.32269
17 Stony Hill Rd	Bethel	CT	41.41720	-73.39853
2401 E Kansas Ave	Garden City	KS	37.97970	-100.84300
751 Route 73 S	Marlton	NJ	39.86720	-74.92290
1600 Saratoga Ave	San Jose	CA	37.29284	-121.99078
2626 Delaware Ave	Buffalo	NY	42.95586	-78.86933
2365 US Highway 93 N	Kalispell	MT	48.23617	-114.33034
81 Taunton Depot Dr	Taunton	MA	41.87826	-71.06698
1 Sangertown Sq	New Hartford	NY	43.08220	-75.31760
916 Loganville Hwy	Bethlehem	GA	33.94430	-83.75370
1316 Greenbrier Pkwy	Chesapeake	VA	36.77234	-76.22897
1422 Theodore St	Loves Park	IL	42.32215	-89.04520
139 Flatbush Ave	Brooklyn	NY	40.68437	-73.97769
1200 Ashwood Pkwy	Atlanta	GA	33.93362	-84.33777
1183 Williams Reserve Blvd	Wadsworth	OH	41.04280	-81.69210
1648 Highway 138 SE	Conyers	GA	33.64679	-84.01311
875 E Main St	Waconia	MN	44.84884	-93.77372
27300 Dequindre Rd	Warren	MI	42.49330	-83.08500
9830 W Lower Buckeye Rd	Tolleson	AZ	33.42121	-112.27023
14500 W Colfax Ave	Lakewood	CO	39.73481	-105.15700
633 N Milwaukee St	Boise	ID	43.61052	-116.28423
6750 Cherry Ave	Long Beach	CA	33.87737	-118.16872
2901 W Highway 74	Monroe	NC	35.02130	-80.58130
233 Carmichael Way	Chesapeake	VA	36.66130	-76.23420
600 Hatton Dr	Glen Mills	PA	39.88145	-75.52677
40 W 225th St	Bronx	NY	40.87403	-73.90896
3527 W Florida Ave	Hemet	CA	33.74386	-117.05015
5621 N Interstate 35	Austin	TX	30.31550	-97.70750
6701 Parkway Cir	Minneapolis	MN	45.07472	-93.30791
